PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT,SEASON,Season_Year,injured,PLAYER_ID_run,TEAM_ABBREVIATION_run,GP_run,MIN,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,SEASON_TYPE
201858,Cartier Martin,ATL,29,79,220,59,5.6,1.9,0.6,-7,0.015,0.115,0.166,0.562,0.064,2013-14,2013,TRUE,201858,ATL,3,4.94,0.35,0.19,0.16,4.08,4.65,4.3,Playoffs
203810,Casper Ware,PHI,24,70,175,9,5.3,1,1.1,-1.2,0,0.077,0.188,0.538,0.135,2013-14,2013,FALSE,203810,PHI,9,12.86,1.01,0.52,0.49,4.74,5.22,4.32,Regular Season
202718,Chandler Parsons,HOU,25,81,227,74,16.6,5.5,4,5.4,0.027,0.117,0.191,0.565,0.168,2013-14,2013,FALSE,202718,HOU,74,37.6,2.71,1.45,1.27,4.34,4.75,3.95,Regular Season
202718,Chandler Parsons,HOU,25,81,227,74,16.6,5.5,4,5.4,0.027,0.117,0.191,0.565,0.168,2013-14,2013,FALSE,202718,HOU,6,41.72,3.01,1.58,1.43,4.32,4.65,4.05,Playoffs
101112,Channing Frye,PHX,31,83,245,82,11.1,5.1,1.2,6.4,0.032,0.149,0.172,0.555,0.061,2013-14,2013,FALSE,101112,PHX,82,28.2,1.84,1,0.84,3.93,4.35,3.52,Regular Season
101111,Charlie Villanueva,DET,29,83,232,20,4.6,1.7,0.3,-21.3,0.026,0.163,0.246,0.469,0.063,2013-14,2013,TRUE,101111,DET,20,8.98,0.61,0.33,0.28,4.08,4.36,3.8,Regular Season
201978,Chase Budinger,MIN,26,79,209,41,6.7,2.5,0.8,0.1,0.024,0.107,0.17,0.505,0.063,2013-14,2013,TRUE,201978,MIN,41,18.31,1.26,0.67,0.59,4.16,4.51,3.82,Regular Season
1497,Chauncey Billups,DET,37,75,210,19,3.8,1.5,2.2,-7,0.012,0.082,0.152,0.427,0.196,2013-14,2013,TRUE,1497,DET,19,16.29,1.07,0.58,0.49,3.97,4.21,3.72,Regular Season
2365,Chris Andersen,MIA,35,82,245,72,6.6,5.3,0.3,6.6,0.108,0.186,0.136,0.683,0.021,2013-14,2013,TRUE,2365,MIA,72,19.39,1.33,0.67,0.67,4.14,4.13,4.14,Regular Season
2365,Chris Andersen,MIA,35,82,245,72,6.6,5.3,0.3,6.6,0.108,0.186,0.136,0.683,0.021,2013-14,2013,TRUE,2365,MIA,18,17.61,1.19,0.61,0.59,4.08,4.07,4.05,Playoffs
203569,Chris Babb,BOS,24,77,225,14,1.6,1.2,0.2,-4.5,0.027,0.102,0.109,0.367,0.034,2013-14,2013,FALSE,203569,BOS,14,9.45,0.68,0.36,0.32,4.36,4.64,4,Regular Season
2547,Chris Bosh,MIA,30,83,235,79,16.2,6.6,1.1,8.9,0.047,0.175,0.224,0.597,0.056,2013-14,2013,TRUE,2547,MIA,79,32.04,2.04,1.01,1.02,3.82,3.87,3.77,Regular Season
2547,Chris Bosh,MIA,30,83,235,79,16.2,6.6,1.1,8.9,0.047,0.175,0.224,0.597,0.056,2013-14,2013,TRUE,2547,MIA,20,34.29,2.18,1.1,1.08,3.82,3.84,3.8,Playoffs
203142,Chris Copeland,IND,30,80,235,41,3.7,0.8,0.4,-3.7,0.027,0.098,0.228,0.621,0.124,2013-14,2013,FALSE,203142,IND,41,6.45,0.41,0.22,0.19,3.81,3.96,3.65,Regular Season
